PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; OBS    ;   78;     ;     ;   76;  153;  990;    2;    2;     ;     ;     ;    0;    0;     ;    0;     ;     ;    0;     ;     ;     ;     ;    0;   99;     ;  100;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00100  ;   81;     ;     ;   76;  148;  202;    2;    4;    4;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    1;    2;    1;    1;   97;   69;   47;   92;     ;    2;    2;     ;    0;    1;    1;    0;    2;    0;    0;    0;    1;    1;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;    2;     ;   97;     ;     ;   80;  146;  207;    5;     ;    2;     ;    0;    2;    0;   89;    0;    2;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00200  ;   81;     ;     ;   75;  145;  202;    2;    4;     ;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    1;    2;    1;    2;   97;   92;   44;     ;     ;    5;     ;     ;    1;    1;    4;    0;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;    0;    0;     ;     ;     ;     ;    1;     ;   96;     ;     ;   82;  143;  208;    5;     ;     ;     ;     ;     ;     ;   90;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00300  ;   82;     ;     ;   79;  143;  202;    2;    5;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    1;    2;    2;    2;    4;   97;   72;   33;     ;     ;    8;     ;     ;    1;    2;    6;    0;    8;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    0;     ;     ;    5;    5;     ;     ;     ;     ;    1;     ;   95;     ;     ;   84;  141;  210;    6;     ;     ;     ;     ;     ;     ;   92;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00400  ;   94;  155;   70;   89;  142;  198;    3;    5;    5;    6;    4;    5;    5;    4;    5;    5;    3;    5;    0;    2;    2;    4;    5;   97;   94;   16;   73;   77;    5;   12;   12;    1;    2;    3;    0;    5;    0;    0;    2;    6;   12;    0;   12;    0;    0;    2;    7;   12;    0;   12;    0;    0;    2;  100;  100;    0;  100;    0;    0;  100;  100;    0;    0;    1;   81;   17;   17;   36;     ;   11;   25;    1;    5;  101;  143;   91;   86;  140;  213;    7;     ;     ;    2;     ;     ;     ;   90;    1;    1;   44;    0;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00500  ;  115;     ;     ;   93;  141;  207;    5;    9;     ;     ;    4;    5;    5;    4;    5;    5;    4;    5;    0;    2;    2;    4;    5;   86;  133;    7;     ;     ;    8;     ;     ;    2;    4;    4;    0;    8;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    0;     ;     ;   26;   26;     ;     ;   41;   33;    1;     ;  119;     ;     ;   88;  139;  217;    9;     ;     ;     ;     ;     ;     ;   82;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00600  ;  137;     ;     ;   97;  139;  212;    7;   13;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    1;    1;    3;    3;    4;   77;  172;    3;     ;     ;   12;     ;     ;    0;    5;    6;    0;   12;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    0;     ;     ;   35;   35;     ;     ;   81;   41;    0;     ;  143;     ;     ;   89;  138;  224;   10;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;    3;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00700  ;  152;     ;     ;   99;  137;  218;    8;   15;   15;     ;    4;    4;    4;    4;    4;    4;    4;    4;    1;    1;    3;    3;    4;   71;  209;    0;    7;     ;   18;   24;     ;    1;    9;    9;    0;   18;    0;    0;    3;   18;   20;    0;   24;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    0;     ;     ;   40;   40;     ;     ;  129;   49;    0;     ;  163;  144;   93;   90;  137;  231;   12;     ;   11;     ;    9;    4;    0;   62;    1;    2;     ;    3;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00800  ;  158;     ;     ;  101;  137;  227;    9;   16;     ;     ;    5;    5;    5;    5;    5;    5;    5;    5;    1;    1;    4;    4;    5;   69;  244;    0;     ;     ;   28;     ;     ;    2;   15;   13;    1;   28;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    2;     ;     ;   37;   37;     ;     ;  146;   46;    0;     ;  174;     ;     ;   90;  136;  242;   12;     ;     ;     ;     ;     ;     ;   57;     ;     ;     ;    5;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 00900  ;  158;     ;     ;  100;  136;  240;    9;   16;     ;     ;    6;    6;    6;    6;    6;    6;    6;    6;    2;    2;    5;    5;    6;   69;  277;    1;     ;     ;   41;     ;     ;    4;   25;   16;    2;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   25;    3;     ;     ;   29;   29;     ;     ;  152;   44;    0;     ;  181;     ;     ;   90;  134;  254;   12;     ;     ;     ;     ;     ;     ;   55;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 01000  ;  157;  165;   73;  100;  135;  251;    8;   15;   17;   18;    7;    6;    7;    6;    6;    7;    6;    6;    3;    3;    5;    6;    7;   69;  308;    2;    3;    7;   51;   62;   62;    6;   32;   18;    3;   51;    0;    0;   12;   54;   47;    5;   62;    0;    0;   15;   58;   62;    5;   62;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;   30;    4;    9;     ;   24;   24;     ;     ;  149;   41;    0;     ;  183;  181;   91;   90;  133;  262;   12;     ;     ;   26;     ;     ;     ;   54;    3;    4;     ;    8;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 01100  ;  157;     ;     ;   99;  134;  258;    8;   15;     ;     ;    7;    7;    7;    7;    7;    7;    6;    7;    4;    3;    5;    6;    7;   68;  338;    1;     ;     ;   53;     ;     ;    7;   35;   18;    3;   53;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   32;   13;     ;     ;   22;   22;     ;     ;  139;   39;    0;     ;  182;     ;     ;   89;  132;  266;   12;     ;     ;     ;     ;     ;     ;   55;     ;     ;     ;    9;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 01200  ;  157;     ;     ;   97;  131;  263;    8;   15;     ;     ;    7;    7;    7;    7;    7;    7;    6;    7;    5;    4;    5;    5;    6;   67;  366;    0;     ;     ;   52;     ;     ;    6;   34;   18;    3;   52;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   31;    9;     ;     ;   22;   22;     ;     ;  122;   37;    0;     ;  176;     ;     ;   89;  130;  265;   12;     ;     ;     ;     ;     ;     ;   57;     ;     ;     ;    9;    0;    0;
MSWRMOS ;mix  2015090218;063500  ;2015-09-03;02:00; 01300  ;  157;     ;     ;   95;  129;  267;    9;   15;   18;     ;    7;    7;    8;    7;    7;    7;    6;    7;    6;    4;    5;    5;    6;   67;  394;    0;    1;     ;   51;   72;     ;    5;   34;   17;    4;   51;    0;    0;   17;   60;   53;   10;   72;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   31;    5;     ;     ;   23;   23;     ;     ;  100;   35;    0;     ;  172;  182;   99;   89;  129;  265;   12;     ;   86;     ;   81;   63;   10;   58;    7;   10;     ;    9;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; OBS    ;   87;     ;     ;   87;  150;  150;    2;    4;     ;     ;     ;    0;    0;     ;    0;     ;     ;    0;     ;     ;     ;     ;    0;  100;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00100  ;   85;     ;     ;   85;  147;  181;    2;    3;    4;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    0;    2;    1;    2;  100;    8;   71;   83;     ;    4;    6;     ;    2;    2;    1;    0;    4;    0;    0;    2;    5;    6;    0;    6;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    2;    0;     ;     ;    0;    0;     ;     ;     ;     ;   55;     ;   97;     ;     ;   81;  144;  202;    6;     ;    3;     ;    0;    3;    0;   90;    0;    0;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00200  ;   85;     ;     ;   85;  145;  182;    2;    4;     ;     ;    3;    3;    3;    3;    3;    3;    3;    3;    0;    0;    2;    3;    3;  100;   10;   66;     ;     ;    4;     ;     ;    1;    2;    2;    0;    4;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;    0;     ;     ;    0;    0;     ;     ;     ;     ;   42;     ;   95;     ;     ;   83;  141;  206;    6;     ;     ;     ;     ;     ;     ;   91;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00300  ;   89;     ;     ;   87;  143;  184;    3;    4;     ;     ;    3;    4;    4;    3;    4;    4;    3;    3;    0;    0;    2;    3;    3;   99;   11;   62;     ;     ;    5;     ;     ;    1;    3;    2;    1;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;    3;    3;     ;     ;     ;     ;   34;     ;   93;     ;     ;   84;  139;  210;    6;     ;     ;     ;     ;     ;     ;   93;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00400  ;  100;  147;   78;   98;  142;  191;    4;    5;    6;    6;    3;    4;    4;    3;    4;    4;    3;    4;    0;    0;    2;    4;    4;   98;   30;   43;   82;   85;   10;   16;   16;    1;    5;    5;    0;   10;    0;    0;    3;    8;    9;    1;   15;    0;    1;    5;   11;   15;    2;   15;    0;    1;    9;   28;   25;    2;   27;    0;    1;   89;   28;    6;    0;    0;   40;   15;   15;   35;     ;   14;   30;    8;    0;   99;  140;   87;   86;  138;  214;    7;     ;     ;    2;     ;     ;     ;   91;    0;    0;   56;    0;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00500  ;  119;     ;     ;  100;  140;  206;    6;    9;     ;     ;    3;    4;    4;    3;    4;    4;    3;    4;    0;    1;    2;    4;    4;   88;  108;   13;     ;     ;   18;     ;     ;    1;   13;    5;    0;   18;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    0;     ;     ;   26;   26;     ;     ;   47;   37;    5;     ;  117;     ;     ;   88;  137;  217;    9;     ;     ;     ;     ;     ;     ;   83;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00600  ;  138;     ;     ;  103;  138;  213;    8;   13;     ;     ;    4;    4;    4;    4;    4;    4;    3;    4;    0;    1;    3;    3;    4;   79;  189;    8;     ;     ;   27;     ;     ;    2;   21;    6;    0;   27;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   16;    0;     ;     ;   37;   37;     ;     ;   89;   45;    2;     ;  144;     ;     ;   90;  137;  221;   11;     ;     ;     ;     ;     ;     ;   71;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00700  ;  151;     ;     ;  105;  136;  218;   10;   16;   16;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    1;    3;    3;    4;   74;  249;    0;   13;     ;   35;   41;     ;    3;   26;    9;    1;   35;    0;    0;    6;   26;   20;    2;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   21;    1;     ;     ;   43;   43;     ;     ;  137;   52;    0;     ;  165;  142;   88;   92;  136;  227;   12;     ;   10;     ;    8;    1;    0;   61;    0;    0;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00800  ;  157;     ;     ;  107;  135;  226;   11;   17;     ;     ;    5;    4;    4;    5;    4;    4;    4;    4;    0;    1;    4;    4;    4;   72;  284;    0;     ;     ;   41;     ;     ;    5;   31;   11;    1;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   25;    1;     ;     ;   42;   42;     ;     ;  154;   49;    0;     ;  176;     ;     ;   93;  135;  237;   13;     ;     ;     ;     ;     ;     ;   57;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 00900  ;  156;     ;     ;  109;  134;  236;   11;   18;     ;     ;    5;    5;    6;    5;    5;    5;    5;    5;    1;    2;    4;    5;    5;   73;  298;    0;     ;     ;   47;     ;     ;    7;   32;   15;    1;   47;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   28;    2;     ;     ;   35;   35;     ;     ;  160;   46;    0;     ;  181;     ;     ;   93;  134;  249;   12;     ;     ;     ;     ;     ;     ;   56;     ;     ;     ;   11;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 01000  ;  155;  162;   82;  109;  133;  243;   10;   18;   20;   20;    6;    6;    7;    6;    6;    6;    5;    6;    3;    2;    5;    5;    6;   74;  310;    0;    0;   13;   50;   73;   77;    8;   33;   17;    2;   50;    0;    0;   20;   54;   43;    2;   73;    0;    0;   27;   63;   64;    4;   76;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;   30;    3;    8;     ;   30;   30;     ;     ;  156;   44;    0;     ;  183;  181;   87;   93;  132;  257;   12;     ;     ;   30;     ;     ;     ;   56;    4;    4;     ;   14;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 01100  ;  155;     ;     ;  108;  132;  248;   10;   18;     ;     ;    6;    6;    7;    6;    6;    7;    6;    6;    4;    3;    5;    5;    6;   73;  323;    0;     ;     ;   52;     ;     ;    6;   34;   18;    3;   52;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   31;    7;     ;     ;   26;   26;     ;     ;  144;   41;    0;     ;  181;     ;     ;   91;  130;  262;   12;     ;     ;     ;     ;     ;     ;   56;     ;     ;     ;   15;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 01200  ;  155;     ;     ;  105;  131;  251;   10;   17;     ;     ;    6;    6;    7;    6;    6;    7;    6;    6;    5;    3;    4;    5;    6;   72;  333;    0;     ;     ;   51;     ;     ;    5;   35;   16;    3;   51;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   31;    5;     ;     ;   24;   24;     ;     ;  123;   38;    0;     ;  176;     ;     ;   89;  129;  264;   13;     ;     ;     ;     ;     ;     ;   56;     ;     ;     ;   16;    0;    0;
MSWRMOS ;mix  2015090218;063560  ;2015-09-03;02:00; 01300  ;  155;     ;     ;  102;  130;  255;   10;   17;   19;     ;    6;    6;    8;    6;    6;    7;    6;    6;    6;    3;    4;    5;    6;   71;  343;    0;    0;     ;   51;   72;     ;    4;   37;   15;    3;   51;    0;    0;   15;   52;   46;    5;   72;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   31;    3;     ;     ;   22;   22;     ;     ;   98;   35;    0;     ;  172;  181;   96;   86;  127;  265;   13;     ;   91;     ;   90;   73;    7;   57;    5;    9;     ;   16;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; OBS    ;  110;     ;     ;  108;  154;  210;    2;    2;     ;     ;     ;    7;    7;     ;    7;     ;     ;    7;     ;     ;     ;     ;    7;   99;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00100  ;  101;     ;     ;  100;  149;  205;    2;    3;    3;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    3;    2;    1;    4;   99;   36;   18;   18;     ;    3;    3;     ;    0;    1;    2;    0;    3;    0;    0;    0;    1;    2;    0;    3;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;    9;     ;   97;     ;     ;   78;  147;  225;    3;     ;   25;     ;    0;   25;    3;   88;    0;    1;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00200  ;   95;     ;     ;   95;  147;  203;    2;    4;     ;     ;    4;    3;    3;    4;    3;    3;    4;    3;    0;    2;    2;    1;    3;  100;   35;   13;     ;     ;    1;     ;     ;    0;    1;    1;    0;    1;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    0;    0;     ;     ;     ;     ;    5;     ;   96;     ;     ;   80;  144;  222;    4;     ;     ;     ;     ;     ;     ;   89;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00300  ;   94;     ;     ;   92;  145;  200;    3;    4;     ;     ;    4;    3;    3;    4;    3;    3;    4;    3;    0;    2;    2;    2;    3;   99;   49;    6;     ;     ;    2;     ;     ;    0;    1;    2;    0;    2;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;    7;    7;     ;     ;     ;     ;    4;     ;   96;     ;     ;   82;  142;  218;    5;     ;     ;     ;     ;     ;     ;   90;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00400  ;  102;  152;   87;   98;  144;  203;    3;    6;    6;    6;    4;    4;    4;    4;    4;    4;    4;    4;    0;    3;    2;    2;    4;   97;   78;    4;   24;   34;    8;    9;    9;    0;    0;    8;    8;    8;    0;    0;    1;    2;    9;    8;    9;    0;    0;    1;    3;    9;    8;    9;    0;    0;  100;  100;  100;    8;  100;    0;    0;   34;  100;    0;    0;    0;   19;   29;   29;   25;     ;   13;   27;    3;    0;  102;  143;   90;   85;  141;  217;    6;     ;     ;   18;     ;     ;     ;   89;    0;    0;   62;    0;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00500  ;  121;     ;     ;  100;  143;  212;    5;    9;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    2;    3;    2;    4;   87;  135;    2;     ;     ;    5;     ;     ;    0;    0;    5;    5;    4;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   35;   35;     ;     ;   46;   36;    2;     ;  118;     ;     ;   88;  140;  220;    8;     ;     ;     ;     ;     ;     ;   82;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00600  ;  140;     ;     ;  103;  141;  216;    7;   12;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    1;    3;    3;    4;   78;  194;    1;     ;     ;    2;     ;     ;    0;    0;    2;    2;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   42;   42;     ;     ;   93;   46;    1;     ;  140;     ;     ;   92;  139;  227;    9;     ;     ;     ;     ;     ;     ;   73;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;063700  ;2015-09-03;02:00; 00700  ;  155;     ;     ;  104;  140;  220;    9;   14;   14;     ;    5;    4;    4;    5;    4;    4;    5;    4;    0;    1;    4;    3;    4;   72;  243;    0;    2;     ;    3;    8;     ;    0;    0;    3;    0;    3;    0;    0;    1;    2;    8;    6;    7;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;     ;     ;   45;   45;     ;     ;  149;   56;    0;     ;  158;  146;   96;   93;  138;  233;   10;     ;    3;     ;    3;    0;    0;   64;    0;    0;     ;    2;    0;    0;
