PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00400  ;   99;  146;   74;   92;  137;  190;    5;    7;    7;    8;    2;    3;    3;    2;    3;    3;    2;    3;    0;    1;    2;    2;    3;   96;   57;    6;   35;   35;   14;   18;   18;    2;    6;    8;    2;   14;    0;    0;    2;   10;   17;    2;   17;    0;    0;    3;   11;   17;    2;   17;    0;    0;    3;   11;   17;    2;   17;    0;    0;   35;   18;    8;    1;    1;    2;   20;   20;   32;     ;   17;   33;    3;    1;  113;  140;  102;   90;  133;  210;    9;     ;     ;   12;     ;     ;     ;   85;    7;   11;   55;    0;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00500  ;  118;     ;     ;   97;  134;  202;    7;   10;     ;     ;    2;    4;    4;    2;    4;    4;    2;    3;    1;    1;    2;    3;    4;   87;  109;    3;     ;     ;   20;     ;     ;    2;   11;    9;    1;   20;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    0;     ;     ;   25;   25;     ;     ;   48;   38;    2;     ;  128;     ;     ;   91;  132;  214;   11;     ;     ;     ;     ;     ;     ;   79;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00600  ;  138;     ;     ;  102;  132;  210;    8;   13;     ;     ;    2;    4;    4;    2;    4;    4;    2;    4;    1;    1;    2;    3;    4;   79;  162;    1;     ;     ;   26;     ;     ;    1;   17;    9;    0;   26;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   16;    0;     ;     ;   30;   30;     ;     ;   84;   42;    1;     ;  147;     ;     ;   92;  131;  220;   11;     ;     ;     ;     ;     ;     ;   70;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00700  ;  151;     ;     ;  106;  130;  216;   10;   15;   16;     ;    2;    5;    5;    2;    5;    4;    2;    4;    1;    2;    2;    3;    5;   74;  206;    0;    3;     ;   32;   48;     ;    2;   22;   10;    0;   31;    0;    0;    4;   43;   28;    2;   47;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   19;    1;     ;     ;   33;   33;     ;     ;  123;   47;    0;     ;  162;  146;  105;   92;  130;  228;   12;     ;   39;     ;   26;   32;    0;   63;    8;   15;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00800  ;  155;     ;     ;  107;  129;  222;   11;   17;     ;     ;    2;    5;    5;    2;    5;    5;    2;    5;    2;    2;    2;    3;    5;   73;  240;    0;     ;     ;   35;     ;     ;    3;   23;   12;    2;   35;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   21;    2;     ;     ;   32;   32;     ;     ;  141;   45;    0;     ;  171;     ;     ;   93;  129;  237;   13;     ;     ;     ;     ;     ;     ;   60;     ;     ;     ;    9;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 00900  ;  153;     ;     ;  107;  129;  228;   11;   19;     ;     ;    2;    6;    6;    2;    6;    6;    2;    5;    2;    3;    2;    4;    6;   74;  266;    0;     ;     ;   37;     ;     ;    7;   24;   14;    5;   37;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   22;    3;     ;     ;   28;   28;     ;     ;  149;   43;    0;     ;  175;     ;     ;   94;  127;  246;   13;     ;     ;     ;     ;     ;     ;   59;     ;     ;     ;   17;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 01000  ;  152;  160;   80;  106;  128;  233;   12;   20;   21;   22;    3;    6;    7;    3;    6;    6;    3;    6;    3;    4;    3;    4;    6;   74;  284;    0;    0;    3;   39;   71;   73;    8;   25;   15;    7;   39;    0;    0;   18;   61;   40;    8;   70;    0;    0;   18;   62;   61;    9;   73;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;   24;    4;   10;     ;   25;   25;     ;     ;  149;   42;    0;     ;  176;  175;  102;   95;  125;  253;   13;     ;     ;   50;     ;     ;     ;   59;    4;   12;     ;   22;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 01100  ;  152;     ;     ;  104;  126;  236;   12;   20;     ;     ;    3;    6;    7;    3;    6;    7;    3;    6;    4;    5;    3;    4;    6;   73;  295;    0;     ;     ;   42;     ;     ;   10;   27;   15;    6;   42;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   25;    8;     ;     ;   23;   23;     ;     ;  140;   40;    0;     ;  176;     ;     ;   95;  123;  256;   13;     ;     ;     ;     ;     ;     ;   59;     ;     ;     ;   24;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 01200  ;  153;     ;     ;  103;  125;  240;   11;   20;     ;     ;    3;    7;    7;    3;    7;    7;    3;    6;    5;    5;    3;    4;    6;   72;  299;    0;     ;     ;   46;     ;     ;    7;   29;   16;    4;   45;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   23;    5;     ;     ;   22;   22;     ;     ;  123;   38;    0;     ;  173;     ;     ;   95;  121;  256;   13;     ;     ;     ;     ;     ;     ;   60;     ;     ;     ;   23;    0;    0;
MSWRMOS ;mix  2015090218;062690  ;2015-09-03;02:00; 01300  ;  153;     ;     ;  101;  123;  243;   11;   20;   21;     ;    3;    7;    7;    3;    7;    7;    3;    6;    5;    5;    3;    4;    7;   71;  304;    0;    0;     ;   49;   73;     ;    4;   31;   17;    1;   49;    0;    0;   21;   61;   49;   11;   73;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    3;     ;     ;   21;   21;     ;     ;  101;   37;    0;     ;  170;  176;  110;   95;  119;  257;   13;     ;   75;     ;   74;   52;    2;   61;    5;    9;     ;   23;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; OBS    ;  109;     ;     ;   90;  134;  190;    4;    8;     ;     ;     ;    4;    4;     ;    4;     ;     ;    4;     ;     ;     ;     ;    4;   88;     ;    0;     ;     ;  100;     ;     ;    0;  100;    0;    0;  100;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00100  ;  108;     ;     ;   89;  129;  215;    5;   10;   10;     ;    4;    5;    5;    4;    5;    5;    4;    5;    0;    1;    3;    5;    5;   88;  362;    0;    0;     ;   63;   97;     ;    5;   56;    7;    0;   63;    0;    0;    5;   95;    7;    0;   97;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  122;     ;     ;   90;  131;  233;   10;     ;    3;     ;    0;    3;    0;   81;    4;    6;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00200  ;  109;     ;     ;   88;  127;  212;    5;   10;     ;     ;    4;    5;    6;    4;    5;    5;    4;    5;    0;    1;    3;    5;    6;   87;  301;    0;     ;     ;   66;     ;     ;   14;   59;    7;    0;   66;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    2;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  121;     ;     ;   92;  127;  227;   10;     ;     ;     ;     ;     ;     ;   82;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00300  ;  107;     ;     ;   90;  125;  208;    5;    9;     ;     ;    4;    6;    6;    4;    6;    6;    4;    6;    1;    2;    3;    5;    5;   89;  266;    0;     ;     ;   48;     ;     ;    4;   37;   11;    0;   48;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   13;    1;     ;     ;    4;    4;     ;     ;     ;     ;    0;     ;  121;     ;     ;   95;  124;  220;   12;     ;     ;     ;     ;     ;     ;   83;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00400  ;  115;  132;   98;   96;  123;  203;    6;   11;   11;   11;    5;    5;    6;    4;    5;    5;    4;    5;    1;    2;    3;    4;    5;   88;  232;    0;    0;    0;   47;   90;   94;    4;   35;   12;    0;   47;    0;    0;   22;   83;   30;    0;   90;    0;    0;   27;   90;   38;    0;   94;    0;    0;   27;  100;  100;    0;  100;    0;    0;    0;  100;   11;    1;    3;    3;   19;   19;   53;     ;   14;   26;    0;    3;  126;  143;  118;   97;  122;  217;   13;     ;     ;   15;     ;     ;     ;   82;    7;   11;   85;    1;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00500  ;  127;     ;     ;  100;  120;  214;    8;   14;     ;     ;    5;    6;    6;    5;    6;    6;    5;    6;    2;    2;    4;    5;    6;   84;  258;    0;     ;     ;   46;     ;     ;    5;   34;   12;    0;   46;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    1;     ;     ;   22;   22;     ;     ;   41;   32;    0;     ;  136;     ;     ;   96;  120;  218;   14;     ;     ;     ;     ;     ;     ;   77;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00600  ;  139;     ;     ;  104;  118;  221;   10;   17;     ;     ;    6;    6;    7;    6;    6;    6;    5;    6;    2;    3;    4;    5;    6;   79;  286;    0;     ;     ;   46;     ;     ;    5;   31;   15;    0;   46;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    0;     ;     ;   24;   24;     ;     ;   76;   38;    0;     ;  151;     ;     ;   94;  120;  222;   15;     ;     ;     ;     ;     ;     ;   69;     ;     ;     ;   12;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00700  ;  148;     ;     ;  106;  116;  225;   11;   19;   19;     ;    6;    6;    7;    6;    6;    7;    6;    6;    3;    3;    4;    5;    6;   76;  302;    0;    0;     ;   48;   74;     ;    6;   31;   17;    0;   48;    0;    0;   16;   69;   44;    1;   74;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   14;    1;     ;     ;   25;   25;     ;     ;  114;   44;    0;     ;  162;  148;  121;   94;  119;  227;   15;     ;   73;     ;   46;   61;    0;   64;    9;   16;     ;   13;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00800  ;  151;     ;     ;  107;  115;  228;   12;   21;     ;     ;    7;    7;    7;    6;    7;    7;    6;    6;    3;    4;    5;    5;    7;   75;  299;    0;     ;     ;   55;     ;     ;    6;   36;   20;    4;   55;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   19;    2;     ;     ;   24;   24;     ;     ;  129;   42;    0;     ;  167;     ;     ;   96;  118;  234;   15;     ;     ;     ;     ;     ;     ;   62;     ;     ;     ;   21;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 00900  ;  151;     ;     ;  105;  113;  230;   12;   22;     ;     ;    7;    7;    7;    6;    7;    7;    6;    7;    4;    4;    5;    5;    7;   74;  284;    0;     ;     ;   65;     ;     ;    9;   43;   23;   11;   65;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   26;    4;     ;     ;   21;   21;     ;     ;  136;   40;    0;     ;  168;     ;     ;   99;  116;  241;   14;     ;     ;     ;     ;     ;     ;   64;     ;     ;     ;   25;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 01000  ;  150;  157;  103;  104;  112;  232;   13;   22;   22;   23;    7;    7;    7;    6;    7;    7;    6;    7;    4;    4;    5;    6;    7;   74;  275;    0;    0;    0;   71;   86;   90;   11;   47;   23;   14;   71;    0;    0;   27;   74;   66;   16;   86;    0;    0;   43;   87;   80;   18;   90;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;   29;    5;   12;     ;   20;   20;     ;     ;  134;   38;    0;     ;  168;  168;  118;  101;  113;  246;   14;     ;     ;   79;     ;     ;     ;   64;    7;   16;     ;   27;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 01100  ;  150;     ;     ;  103;  111;  235;   12;   22;     ;     ;    7;    7;    7;    7;    7;    7;    6;    7;    4;    4;    5;    6;    7;   73;  277;    0;     ;     ;   71;     ;     ;   10;   48;   23;   13;   71;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   27;    8;     ;     ;   20;   20;     ;     ;  127;   37;    0;     ;  169;     ;     ;   99;  111;  248;   14;     ;     ;     ;     ;     ;     ;   64;     ;     ;     ;   27;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 01200  ;  150;     ;     ;  102;  110;  238;   12;   21;     ;     ;    7;    7;    7;    7;    7;    7;    6;    7;    4;    4;    5;    5;    7;   73;  283;    0;     ;     ;   66;     ;     ;    8;   47;   19;    8;   66;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   22;    5;     ;     ;   22;   22;     ;     ;  113;   36;    0;     ;  168;     ;     ;   96;  108;  247;   15;     ;     ;     ;     ;     ;     ;   62;     ;     ;     ;   24;    0;    0;
MSWRMOS ;mix  2015090218;062700  ;2015-09-03;02:00; 01300  ;  150;     ;     ;  101;  109;  241;   11;   21;   23;     ;    7;    7;    7;    7;    7;    7;    6;    7;    4;    4;    5;    5;    7;   72;  290;    0;    0;     ;   62;   82;     ;    7;   47;   15;    2;   62;    0;    0;   25;   76;   56;   23;   82;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    3;     ;     ;   23;   23;     ;     ;   94;   35;    0;     ;  168;  170;  124;   92;  105;  247;   15;     ;   61;     ;   59;   52;    0;   61;    1;    8;     ;   22;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; OBS    ;   93;     ;     ;   83;     ;  190;    4;    6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   93;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00100  ;   94;     ;     ;   85;  139;  201;    4;    6;    7;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    1;    3;    1;    2;   95;  191;    0;    0;     ;   16;   16;     ;    2;    3;   12;    0;   16;    0;    0;    2;    3;   12;    0;   16;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    9;    0;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  103;     ;     ;   82;  139;  219;    6;     ;    2;     ;    0;    2;    0;   87;    1;    1;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00200  ;   96;     ;     ;   88;  137;  201;    4;    7;     ;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    0;    3;    1;    2;   95;   96;    0;     ;     ;   41;     ;     ;   11;   20;   21;    1;   41;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   25;    1;     ;     ;    0;    0;     ;     ;     ;     ;    1;     ;  103;     ;     ;   84;  136;  213;    7;     ;     ;     ;     ;     ;     ;   88;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00300  ;   97;     ;     ;   89;  135;  189;    4;    7;     ;     ;    3;    2;    2;    3;    2;    2;    3;    2;    0;    1;    2;    2;    2;   95;   87;    1;     ;     ;   39;     ;     ;    2;   21;   17;    0;   39;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   23;    0;     ;     ;    5;    5;     ;     ;     ;     ;    1;     ;  104;     ;     ;   88;  133;  207;    8;     ;     ;     ;     ;     ;     ;   89;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00400  ;  106;  144;   88;   96;  133;  187;    5;    8;    9;    9;    3;    3;    3;    3;    3;    3;    3;    2;    0;    1;    3;    2;    3;   93;   90;    0;    1;    1;   20;   64;   70;    3;   10;   10;    1;   20;    0;    0;   17;   21;   43;    2;   64;    0;    0;   18;   21;   49;    2;   70;    0;    0;   18;   21;   49;    2;   70;    0;    0;    1;   70;   12;    0;    1;   25;   21;   21;   43;     ;   17;   33;    1;    1;  111;  137;   98;   91;  131;  205;    9;     ;     ;    5;     ;     ;     ;   87;    3;    4;   72;    0;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00500  ;  122;     ;     ;  100;  131;  201;    7;   11;     ;     ;    3;    3;    3;    3;    3;    3;    3;    3;    1;    1;    3;    2;    3;   86;  147;    0;     ;     ;   22;     ;     ;    3;   12;   10;    0;   22;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   13;    0;     ;     ;   27;   27;     ;     ;   49;   38;    1;     ;  127;     ;     ;   91;  129;  207;   10;     ;     ;     ;     ;     ;     ;   79;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00600  ;  139;     ;     ;  104;  129;  210;    8;   14;     ;     ;    3;    4;    4;    3;    4;    3;    3;    3;    1;    1;    3;    2;    4;   79;  206;    0;     ;     ;   23;     ;     ;    3;   12;   11;    0;   23;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   14;    0;     ;     ;   32;   32;     ;     ;   87;   43;    0;     ;  148;     ;     ;   89;  129;  214;   12;     ;     ;     ;     ;     ;     ;   68;     ;     ;     ;    3;    0;    0;
MSWRMOS ;mix  2015090218;062730  ;2015-09-03;02:00; 00700  ;  151;     ;     ;  106;  128;  216;   10;   17;   17;     ;    4;    4;    4;    4;    4;    4;    3;    4;    1;    2;    3;    3;    4;   75;  250;    0;    0;     ;   28;   48;     ;    2;   14;   15;    1;   28;    0;    0;    8;   25;   36;    1;   47;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    1;     ;     ;   36;   36;     ;     ;  128;   49;    0;     ;  165;  146;  103;   89;  128;  222;   14;     ;   48;     ;   28;   37;    0;   60;    3;    6;     ;    6;    0;    0;
